order_id,user_id,order_date,discount_shown,discount_amount,order_value,net_revenue,channel
O901075,U301704,2026-03-02,True,138.27,197.52,59.26,app
O901076,U301705,2026-03-25,False,0.0,209.09,209.09,app
O901077,U301705,2026-03-16,False,0.0,192.69,192.69,app
O901078,U301706,2026-03-02,False,0.0,284.81,284.81,app
O901079,U301711,2026-03-14,True,132.05,188.64,56.59,app
O901080,U301713,2026-03-15,True,140.0,217.81,77.81,app
O901081,U301714,2026-03-18,False,0.0,-213.76,213.76,app
O901082,U301715,2026-03-05,True,107.16,153.09,45.93,app
O901083,U301716,2026-03-09,True,140.0,252.95,112.95,app
O901084,U301716,2026-03-24,True,140.0,255.49,115.49,app
O901085,U301716,2026-03-30,True,140.0,245.45,105.45,app
O901086,U301717,2026-03-26,False,0.0,241.48,241.48,app
O901087,U301719,2026-03-22,False,0.0,165.97,165.97,app
O901088,U301720,2026-03-21,False,0.0,229.09,229.09,app
O901089,U301722,2026-03-06,True,80.27,114.66,34.4,app
O901090,U301722,2026-03-22,True,140.0,279.64,139.64,app
O901091,U301724,2026-03-16,False,0.0,221.26,221.26,app
O901092,U301724,2026-03-02,False,0.0,190.09,190.09,
O901093,U301726,2026-03-24,False,0.0,195.74,195.74,web
O901094,U301726,2026-03-04,False,0.0,242.62,242.62,app
O901095,U301729,2026-03-27,False,0.0,244.94,244.94,app
O901096,U301734,2026-03-26,False,0.0,239.77,239.77,app
O901097,U301735,2026-03-29,True,140.0,245.57,105.57,app
O901098,U301738,2026-03-28,False,0.0,337.11,337.11,web
O901099,U301741,2026-03-12,False,0.0,305.07,305.07,app
O901100,U301741,2026-03-06,False,0.0,188.7,188.7,app
O901101,U301743,2026-03-01,False,0.0,148.33,148.33,app
O901102,U301743,2026-03-08,False,0.0,273.83,273.83,app
O901103,U301744,2026-03-05,True,140.0,200.28,60.28,web
O901104,U301750,2026-03-29,False,0.0,208.63,208.63,app
O901105,U301751,2026-03-01,True,140.0,253.71,113.71,app
O901106,U301751,2026-03-15,True,69.3,99.0,29.7,app
O901107,U301751,2026-03-19,True,135.85,194.07,58.22,web
O901108,U301752,2026-03-18,False,0.0,123.4,123.4,app
O901109,U301752,2026-03-16,False,0.0,138.91,138.91,app
O901110,U301754,2026-03-21,False,0.0,276.69,276.69,app
O901111,U301755,2026-03-15,True,140.0,219.61,79.61,app
O901112,U301755,2026-03-23,True,140.0,220.68,80.68,web
O901113,U301755,2026-03-27,True,140.0,305.57,165.57,app
O901114,U301756,2026-03-15,True,140.0,249.26,109.26,app
O901115,U301756,2026-03-20,True,140.0,274.98,134.98,app
O901116,U301758,2026-03-27,False,0.0,199.02,199.02,app
O901117,U301759,2026-03-19,False,0.0,190.45,190.45,app
O901118,U301761,2026-03-13,False,0.0,208.53,208.53,app
O901119,U301761,2026-03-10,False,0.0,182.47,182.47,app
O901120,U301762,2026-03-20,True,97.59,139.42,41.82,app
O901121,U301767,2026-03-27,True,89.21,127.44,38.23,app
O901122,U301768,2026-03-09,False,0.0,-201.14,201.14,app
O901123,U301768,2026-03-02,False,0.0,143.26,143.26,app
O901124,U301768,2026-03-26,False,0.0,181.45,181.45,app
O901125,U301768,2026-03-14,False,0.0,269.95,269.95,app
O901126,U301770,2026-03-23,True,140.0,267.51,127.51,app
O901127,U301772,2026-03-11,False,0.0,246.04,246.04,web
O901128,U301776,2026-03-21,True,140.0,203.62,63.62,app
O901129,U301778,2026-03-23,True,138.61,198.02,59.41,app
O901130,U301778,2026-03-16,True,140.0,252.62,112.62,app
O901131,U301781,2026-03-07,False,0.0,251.7,251.7,app
O901132,U301782,2026-03-30,False,0.0,154.55,154.55,app
O901133,U301784,2026-03-04,False,0.0,179.1,179.1,app
O901134,U301784,2026-03-24,False,0.0,255.31,255.31,app
O901135,U301788,2026-03-20,False,0.0,220.72,220.72,app
O901136,U301790,2026-03-21,True,140.0,287.55,147.55,app
O901137,U301790,2026-03-23,True,140.0,233.51,93.51,
O901138,U301791,2026-03-01,False,0.0,201.9,201.9,app
O901139,U301791,2026-03-05,False,0.0,219.0,219.0,app
O901140,U301793,2026-03-10,True,140.0,347.08,207.08,web
O901141,U301794,2026-03-17,True,140.0,293.79,153.79,app
O901142,U301795,2026-03-14,False,0.0,268.06,268.06,web
O901143,U301796,2026-03-16,False,0.0,224.11,224.11,app
O901144,U301798,2026-03-25,False,0.0,246.29,246.29,app
O901145,U301800,2026-03-27,False,0.0,197.62,197.62,app
O901146,U301800,2026-03-14,False,0.0,167.65,167.65,app
O901147,U301801,2026-03-21,False,0.0,224.28,224.28,app
O901148,U301802,2026-03-13,True,125.73,179.61,53.88,app
O901149,U301802,2026-03-05,True,140.0,357.34,217.34,app
O901150,U301804,2026-03-23,True,140.0,280.41,140.41,app
O901151,U301809,2026-03-22,True,140.0,264.62,124.62,app
O901152,U301814,2026-03-25,False,0.0,190.05,190.05,app
O901153,U301814,2026-03-10,False,0.0,307.66,307.66,app
O901154,U301815,2026-03-08,False,0.0,254.85,254.85,app
O901155,U301815,2026-03-23,False,0.0,233.25,233.25,app
O901156,U301817,2026-03-10,False,0.0,198.92,198.92,
O901157,U301819,2026-03-22,True,140.0,248.93,108.93,app
O901158,U301820,2026-03-15,True,140.0,266.37,126.37,app
O901159,U301823,2026-03-22,True,135.68,193.82,58.15,app
O901160,U301824,2026-03-07,True,135.0,192.86,57.86,app
O901161,U301824,2026-03-06,True,140.0,283.89,143.89,app
O901162,U301825,2026-03-12,True,140.0,215.69,75.69,app
O901163,U301828,2026-03-12,True,99.91,142.73,42.82,app
O901164,U301830,2026-03-21,False,0.0,164.91,164.91,app
O901165,U301834,2026-03-22,False,0.0,125.77,125.77,app
O901166,U301834,2026-03-28,False,0.0,252.36,252.36,app
O901167,U301835,2026-03-25,True,140.0,270.74,130.74,app
O901168,U301836,2026-03-09,True,91.22,130.31,39.09,app
O901169,U301837,2026-03-23,False,0.0,99.22,99.22,app
O901170,U301838,2026-03-11,True,140.0,248.34,108.34,
O901171,U301839,2026-03-08,False,0.0,315.76,315.76,app
O901172,U301840,2026-03-11,False,0.0,179.14,179.14,app
O901173,U301841,2026-03-21,True,140.0,231.25,91.25,app
O901174,U301841,2026-03-25,True,140.0,301.21,161.21,app
O901175,U301846,2026-03-05,True,134.49,192.12,57.64,app
O901176,U301846,2026-03-15,True,140.0,231.25,91.25,app
O901177,U301848,2026-03-11,False,0.0,181.91,181.91,app
O901178,U301848,2026-03-10,False,0.0,339.55,339.55,app
O901179,U301853,2026-03-24,True,140.0,316.23,176.23,app
O901180,U301854,2026-03-14,False,0.0,217.66,217.66,app
O901181,U301854,2026-03-28,False,0.0,232.08,232.08,app
O901182,U301856,2026-03-19,True,140.0,229.84,89.84,app
O901183,U301857,2026-03-02,True,101.42,144.88,43.46,app
O901184,U301858,2026-03-14,False,0.0,131.3,131.3,app
O901185,U301858,2026-03-10,False,0.0,218.2,218.2,app
O901186,U301860,2026-03-08,False,0.0,156.42,156.42,app
O901187,U301860,2026-03-06,False,0.0,134.39,134.39,app
O901188,U301861,2026-03-29,False,0.0,254.42,254.42,
O901189,U301862,2026-03-06,True,140.0,286.6,146.6,app
O901190,U301862,2026-03-07,True,140.0,250.67,110.67,app
O901191,U301864,2026-03-03,True,97.41,139.15,41.75,app
O901192,U301865,2026-03-13,False,0.0,288.05,288.05,app
O901193,U301866,2026-03-04,True,140.0,209.41,69.41,app
O901194,U301868,2026-03-06,True,140.0,207.99,67.99,app
O901195,U301869,2026-03-03,False,0.0,257.81,257.81,app
O901196,U301871,2026-03-09,False,0.0,154.71,154.71,app
O901197,U301873,2026-03-06,False,0.0,149.37,149.37,app
O901198,U301878,2026-03-11,True,69.3,99.0,29.7,app
O901199,U301878,2026-03-22,True,140.0,249.02,109.02,app
O901200,U301883,2026-03-21,False,0.0,99.0,99.0,app
O901201,U301884,2026-03-12,False,0.0,325.25,325.25,app
O901202,U301886,2026-03-07,True,73.36,104.81,31.44,app
O901203,U301886,2026-03-25,True,140.0,213.88,73.88,app
O901204,U301888,2026-03-18,True,100.02,142.88,42.86,app
O901205,U301888,2026-03-19,True,140.0,247.81,107.81,app
O901206,U301888,2026-03-04,True,140.0,287.67,147.67,app
O901207,U301888,2026-03-05,True,140.0,233.19,93.19,app
O901208,U301892,2026-03-25,True,140.0,292.65,152.65,app
O901209,U301894,2026-03-29,True,125.74,179.63,53.89,app
O901210,U301899,2026-03-12,True,140.0,211.15,71.15,app
O901211,U301899,2026-03-26,True,140.0,285.27,145.27,app
O901212,U301900,2026-03-16,False,0.0,255.98,255.98,app
O901213,U301901,2026-03-04,False,0.0,143.47,143.47,app
O901214,U301902,2026-03-20,False,0.0,173.6,173.6,app
O901215,U301903,2026-03-01,False,0.0,203.45,203.45,app
O901216,U301904,2026-03-26,True,140.0,243.96,103.96,app
O901217,U301905,2026-03-13,True,140.0,233.97,93.97,app
O901218,U301907,2026-03-18,True,105.06,150.09,45.03,app
O901219,U301908,2026-03-02,False,0.0,226.88,226.88,app
O901220,U301909,2026-03-22,True,140.0,228.0,88.0,app
O901221,U301910,2026-03-28,False,0.0,131.41,131.41,app
O901222,U301910,2026-03-18,False,0.0,286.96,286.96,app
O901223,U301913,2026-03-23,False,0.0,225.28,225.28,app
O901224,U301914,2026-03-19,True,140.0,348.9,208.9,app
O901225,U301916,2026-03-07,True,140.0,231.38,91.38,app
O901226,U301919,2026-03-22,False,0.0,-227.67,227.67,app
O901227,U301920,2026-03-18,False,0.0,199.78,199.78,app
O901228,U301921,2026-03-30,False,0.0,227.5,227.5,app
O901229,U301921,2026-03-03,False,0.0,161.6,161.6,app
O901230,U301922,2026-03-16,True,128.64,183.78,55.13,app
O901231,U301923,2026-03-27,False,0.0,203.69,203.69,app
O901232,U301924,2026-03-19,False,0.0,178.46,178.46,app
O901233,U301924,2026-03-30,False,0.0,264.3,264.3,app
O901234,U301925,2026-03-29,True,140.0,221.24,81.24,app
O901235,U301926,2026-03-09,False,0.0,191.06,191.06,app
O901236,U301927,2026-03-28,True,140.0,218.02,78.02,app
O901237,U301927,2026-03-19,True,132.98,189.98,56.99,app
O901238,U301929,2026-03-19,False,0.0,211.67,211.67,app
O901239,U301930,2026-03-19,False,0.0,183.96,183.96,app
O901240,U301933,2026-03-17,True,140.0,284.19,144.19,app
O901241,U301937,2026-03-10,False,0.0,202.98,202.98,app
O901242,U301938,2026-03-13,False,0.0,223.89,223.89,app
O901243,U301938,2026-03-02,False,0.0,198.68,198.68,app
O901244,U301939,2026-03-07,False,0.0,307.06,307.06,app
O901245,U301940,2026-03-10,True,133.48,190.68,57.2,app
O901246,U301942,2026-03-06,True,140.0,295.05,155.05,app
O901247,U301943,2026-03-06,True,140.0,259.27,119.27,app
O901248,U301944,2026-03-08,False,0.0,234.56,234.56,app
O901249,U301949,2026-03-05,True,140.0,241.27,101.27,app
O901250,U301951,2026-03-12,False,0.0,177.29,177.29,app
O901251,U301953,2026-03-24,True,140.0,213.9,73.9,app
O901252,U301955,2026-03-15,False,0.0,222.96,222.96,app
O901253,U301956,2026-03-03,True,103.79,148.27,44.48,app
O901254,U301957,2026-03-07,False,0.0,201.6,201.6,app
O901255,U301959,2026-03-02,True,104.99,149.99,45.0,app
O901256,U301959,2026-03-28,True,95.41,136.31,40.89,app
O901257,U301960,2026-03-02,True,130.5,186.43,55.93,app
O901258,U301960,2026-03-10,True,140.0,236.07,96.07,app
O901259,U301963,2026-03-23,True,140.0,282.28,142.28,app
O901260,U301964,2026-03-12,True,140.0,212.28,72.28,app
O901261,U301965,2026-03-07,True,75.45,107.78,32.33,app
O901262,U301966,2026-03-08,False,0.0,327.17,327.17,app
O901263,U301973,2026-03-20,True,140.0,221.01,81.01,web
O901264,U301975,2026-03-09,True,140.0,256.2,116.2,app
O901265,U301975,2026-03-29,True,140.0,230.33,90.33,app
O901266,U301978,2026-03-07,False,0.0,242.25,242.25,app
O901267,U301981,2026-03-01,False,0.0,204.39,204.39,app
O901268,U301982,2026-03-11,True,103.02,147.17,44.15,app
O901269,U301983,2026-03-13,False,0.0,163.57,163.57,app
O901270,U301986,2026-03-19,True,140.0,274.02,134.02,app
O901271,U301990,2026-03-14,False,0.0,166.44,166.44,app
O901272,U301992,2026-03-01,True,140.0,289.3,149.3,app
O901273,U302002,2026-03-13,False,0.0,202.6,202.6,app
O901274,U302003,2026-03-02,False,0.0,273.22,273.22,app
O901275,U302004,2026-03-19,False,0.0,198.25,198.25,app
O901276,U302005,2026-03-04,False,0.0,265.05,265.05,app
O901277,U302005,2026-03-05,False,0.0,214.04,214.04,app
O901278,U302007,2026-03-07,True,140.0,285.24,145.24,
O901279,U302012,2026-03-24,False,0.0,200.79,200.79,app
O901280,U302013,2026-03-06,False,0.0,235.39,235.39,app
O901281,U302013,2026-03-13,False,0.0,285.67,285.67,app
O901282,U302014,2026-03-06,True,89.09,127.28,38.18,app
O901283,U302015,2026-03-12,True,140.0,361.85,221.85,app
O901284,U302016,2026-03-14,True,140.0,252.23,112.23,web
O901285,U302017,2026-03-06,True,86.3,123.29,36.99,app
O901286,U302022,2026-03-29,True,140.0,223.13,83.13,app
O901287,U302022,2026-03-16,True,140.0,304.76,164.76,app
O901288,U302022,2026-03-07,True,102.54,146.48,43.95,app
O901289,U302026,2026-03-20,True,140.0,304.92,164.92,app
O901290,U302027,2026-03-09,False,0.0,176.91,176.91,app
O901291,U302029,2026-03-08,True,140.0,278.11,138.11,app
O901292,U302030,2026-03-13,False,0.0,171.03,171.03,app
O901293,U302032,2026-03-08,True,140.0,222.29,82.29,app
O901294,U302034,2026-03-02,False,0.0,287.46,287.46,app
O901295,U302037,2026-03-28,True,140.0,319.16,179.16,app
O901296,U302041,2026-03-21,True,140.0,248.98,108.98,app
O901297,U302045,2026-03-18,True,140.0,204.49,64.49,app
O901298,U302049,2026-03-16,True,140.0,282.45,142.45,app
O901299,U302049,2026-03-16,True,140.0,301.22,161.22,app
O901300,U302050,2026-03-30,False,0.0,241.05,241.05,app
O901301,U302053,2026-03-02,True,140.0,324.52,184.52,app
O901302,U302053,2026-03-19,True,140.0,241.54,101.54,app
O901303,U302056,2026-03-07,False,0.0,214.06,214.06,app
O901304,U302061,2026-03-21,False,0.0,133.73,133.73,app
O901305,U302062,2026-03-02,True,86.15,123.07,36.92,app
O901306,U302066,2026-03-12,False,0.0,207.89,207.89,app
O901307,U302067,2026-03-09,True,135.33,193.33,58.0,app
O901308,U302070,2026-03-28,False,0.0,233.16,233.16,web
O901309,U302070,2026-03-09,False,0.0,164.46,164.46,app
O901310,U302074,2026-03-29,False,0.0,192.21,192.21,app
O901311,U302075,2026-03-03,False,0.0,333.68,333.68,app
O901312,U302076,2026-03-05,True,140.0,294.0,154.0,web
O901313,U302077,2026-03-11,True,139.9,199.86,59.96,app
O901314,U302080,2026-03-04,False,0.0,184.59,184.59,app
O901315,U302082,2026-03-10,False,0.0,203.68,203.68,app
O901316,U302083,2026-03-10,False,0.0,111.21,111.21,app
O901317,U302084,2026-03-08,True,140.0,308.75,168.75,web
O901318,U302088,2026-03-18,True,126.11,180.15,54.05,app
O901319,U302090,2026-03-17,True,121.62,173.75,52.12,app
O901320,U302090,2026-03-02,True,140.0,258.12,118.12,app
O901321,U302090,2026-03-20,True,134.4,192.0,57.6,app
O901322,U302094,2026-03-13,False,0.0,296.02,296.02,app
O901323,U302096,2026-03-02,True,140.0,332.51,192.51,app
O901324,U302098,2026-03-14,False,0.0,177.7,177.7,app
O901325,U302098,2026-03-25,False,0.0,160.09,160.09,app
O901326,U302100,2026-03-06,False,0.0,261.69,261.69,app
O901327,U302101,2026-03-02,True,125.36,179.08,53.72,app
O901328,U302102,2026-03-01,True,121.94,174.2,52.26,app
O901329,U302102,2026-03-21,True,134.73,192.47,57.74,app
O901330,U302102,2026-03-22,True,81.21,116.01,34.8,app
O901331,U302104,2026-03-06,True,140.0,210.24,70.24,app
O901332,U302104,2026-03-26,True,86.97,124.24,37.27,app
O901333,U302105,2026-03-12,False,0.0,286.14,286.14,app
O901334,U302106,2026-03-22,True,125.48,179.26,53.78,app
O901335,U302109,2026-03-08,True,140.0,256.94,116.94,web
O901336,U302109,2026-03-06,True,140.0,275.49,135.49,app
O901337,U302112,2026-03-04,False,0.0,170.44,170.44,app
O901338,U302116,2026-03-30,False,0.0,223.72,223.72,app
O901339,U302117,2026-03-21,True,140.0,276.28,136.28,app
O901340,U302119,2026-03-13,True,140.0,231.68,91.68,app
O901341,U302120,2026-03-11,True,119.84,171.2,51.36,app
O901342,U302120,2026-03-12,True,127.82,182.6,54.78,app
O901343,U302123,2026-03-30,True,140.0,239.29,99.29,app
O901344,U302126,2026-03-24,True,140.0,215.55,75.55,web
O901345,U302126,2026-03-28,True,115.39,164.84,49.45,app
O901346,U302127,2026-03-29,True,79.4,113.43,34.03,app
O901347,U302127,2026-03-29,True,140.0,221.46,81.46,app
O901348,U302129,2026-03-15,False,0.0,287.97,287.97,app
O901349,U302131,2026-03-17,False,0.0,236.19,236.19,app
O901350,U302133,2026-03-04,False,0.0,183.15,183.15,app
O901351,U302133,2026-03-25,False,0.0,199.78,199.78,app
O901352,U302133,2026-03-21,False,0.0,283.74,283.74,app
O901353,U302136,2026-03-09,True,140.0,254.23,114.23,app
O901354,U302138,2026-03-22,True,140.0,201.03,61.03,app
O901355,U302139,2026-03-09,True,140.0,228.2,88.2,app
O901356,U302140,2026-03-20,False,0.0,242.75,242.75,app
O901357,U302140,2026-03-07,False,0.0,240.36,240.36,app
O901358,U302142,2026-03-04,True,140.0,243.6,103.6,app
O901359,U302142,2026-03-07,True,140.0,222.38,82.38,app
O901360,U302142,2026-03-22,True,140.0,226.31,86.31,app
O901361,U302148,2026-03-01,False,0.0,247.08,247.08,app
O901362,U302153,2026-03-23,True,85.17,121.67,36.5,app
O901363,U302153,2026-03-10,True,140.0,210.21,70.21,app
O901364,U302154,2026-03-30,True,140.0,248.58,108.58,app
O901365,U302156,2026-03-03,True,140.0,249.02,109.02,app
O901366,U302157,2026-03-20,True,105.8,151.14,45.34,app
O901367,U302161,2026-03-06,False,0.0,261.6,261.6,app
O901368,U302163,2026-03-02,False,0.0,209.75,209.75,app
O901369,U302164,2026-03-06,True,140.0,281.83,141.83,app
O901370,U302165,2026-03-04,False,0.0,212.18,212.18,app
O901371,U302167,2026-03-19,True,140.0,240.95,100.95,app
O901372,U302174,2026-03-26,False,0.0,213.6,213.6,app
O901373,U302174,2026-03-24,False,0.0,204.53,204.53,app
O901374,U302175,2026-03-21,True,105.28,150.4,45.12,app
O901375,U302175,2026-03-26,True,140.0,222.07,82.07,app
O901376,U302176,2026-03-22,False,0.0,196.22,196.22,app
O901377,U302176,2026-03-20,False,0.0,216.82,216.82,app
O901378,U302178,2026-03-19,True,136.68,195.26,58.58,app
O901379,U302185,2026-03-21,False,0.0,354.08,354.08,app
O901380,U302185,2026-03-11,False,0.0,249.22,249.22,app
O901381,U302191,2026-03-24,True,134.26,191.8,57.54,app
O901382,U302194,2026-03-17,False,0.0,265.97,265.97,app
O901383,U302194,2026-03-26,False,0.0,138.26,138.26,app
O901384,U302195,2026-03-14,True,140.0,262.72,122.72,app
O901385,U302196,2026-03-18,True,140.0,280.94,140.94,app
O901386,U302197,2026-03-08,False,0.0,297.0,297.0,app
O901387,U302197,2026-03-05,False,0.0,309.66,309.66,app
O901388,U302197,2026-03-12,False,0.0,295.03,295.03,app
O901389,U302199,2026-03-28,False,0.0,161.78,161.78,app
O901390,U302200,2026-03-24,True,140.0,284.25,144.25,app
O901391,U302205,2026-03-14,True,140.0,244.7,104.7,app
O901392,U302206,2026-03-17,True,131.34,187.62,56.29,app
O901393,U302208,2026-03-02,True,118.9,169.85,50.96,app
O901394,U302211,2026-03-03,False,0.0,209.86,209.86,app
O901395,U302213,2026-03-07,True,140.0,262.09,122.09,app
O901396,U302216,2026-03-16,False,0.0,185.87,185.87,app
O901397,U302216,2026-03-24,False,0.0,190.9,190.9,app
O901398,U302216,2026-03-07,False,0.0,242.94,242.94,app
O901399,U302219,2026-03-18,False,0.0,172.87,172.87,app
O901400,U302219,2026-03-16,False,0.0,288.81,288.81,app
O901401,U302219,2026-03-21,False,0.0,165.64,165.64,app
O901402,U302219,2026-03-27,False,0.0,267.6,267.6,app
O901403,U302220,2026-03-05,True,69.3,99.0,29.7,app
O901404,U302223,2026-03-22,False,0.0,262.64,262.64,web
O901405,U302223,2026-03-17,False,0.0,242.1,242.1,app
O901406,U302223,2026-03-20,False,0.0,201.71,201.71,app
O901407,U302225,2026-03-14,True,133.05,190.07,57.02,app
O901408,U302226,2026-03-03,True,140.0,327.46,187.46,app
O901409,U302227,2026-03-09,True,140.0,205.18,65.18,app
O901410,U302227,2026-03-04,True,140.0,251.01,111.01,app
O901411,U302229,2026-03-09,True,140.0,235.01,95.01,app
O901412,U302231,2026-03-04,False,0.0,189.88,189.88,app
O901413,U302233,2026-03-02,True,140.0,211.87,71.87,app
O901414,U302234,2026-03-29,False,0.0,335.41,335.41,web
O901415,U302235,2026-03-14,False,0.0,227.2,227.2,app
O901416,U302237,2026-03-09,False,0.0,319.6,319.6,app
O901417,U302237,2026-03-08,False,0.0,201.5,201.5,app
O901418,U302240,2026-03-24,True,140.0,207.97,67.97,app
O901419,U302242,2026-03-17,False,0.0,312.59,312.59,app
O901420,U302242,2026-03-16,False,0.0,248.67,248.67,app
O901421,U302242,2026-03-21,False,0.0,202.99,202.99,app
O901422,U302243,2026-03-05,False,0.0,256.34,256.34,app
O901423,U302244,2026-03-08,True,140.0,239.78,99.78,app
O901424,U302246,2026-03-15,True,140.0,226.92,86.92,app
O901425,U302246,2026-03-25,True,140.0,284.16,144.16,app
O901426,U302249,2026-03-18,False,0.0,184.45,184.45,app
O901427,U302250,2026-03-12,False,0.0,241.59,241.59,app
O901428,U302251,2026-03-01,True,140.0,291.02,151.02,app
O901429,U302252,2026-03-12,True,126.51,180.73,54.22,app
O901430,U302262,2026-03-08,True,123.23,176.04,52.81,app
O901431,U302262,2026-03-01,True,140.0,271.85,131.85,app
O901432,U302262,2026-03-19,True,135.46,193.52,58.06,web
O901433,U302263,2026-03-02,True,89.13,127.33,38.2,app
O901434,U302265,2026-03-06,True,140.0,258.72,118.72,app
O901435,U302267,2026-03-27,True,140.0,219.51,79.51,web
O901436,U302267,2026-03-13,True,140.0,245.51,105.51,app
O901437,U302267,2026-03-09,True,140.0,227.07,87.07,app
O901438,U302268,2026-03-25,False,0.0,194.08,194.08,app
O901439,U302269,2026-03-08,False,0.0,162.49,162.49,app
O901440,U302270,2026-03-05,True,140.0,214.06,74.06,app
O901441,U302270,2026-03-21,True,107.63,153.76,46.13,app
O901442,U302271,2026-03-06,True,140.0,216.15,76.15,app
O901443,U302272,2026-03-22,True,123.5,176.43,52.93,app
O901444,U302272,2026-03-02,True,140.0,259.72,119.72,app
O901445,U302273,2026-03-07,True,120.0,171.43,51.43,web
O901446,U302274,2026-03-09,False,0.0,301.6,301.6,app
O901447,U302274,2026-03-19,False,0.0,186.75,186.75,app
O901448,U302275,2026-03-12,True,140.0,230.48,90.48,app
O901449,U302276,2026-03-08,True,123.35,176.21,52.86,app
O901450,U302279,2026-03-24,False,0.0,186.49,186.49,app
O901451,U302279,2026-03-20,False,0.0,155.6,155.6,app
O901452,U302280,2026-03-22,False,0.0,182.64,182.64,app
O901453,U302281,2026-03-25,True,140.0,227.3,87.3,app
O901454,U302282,2026-03-16,False,0.0,222.62,222.62,app
O901455,U302283,2026-03-30,True,116.68,166.69,50.01,web
O901456,U302283,2026-03-16,True,138.57,197.95,59.39,app
O901457,U302284,2026-03-08,True,140.0,251.75,111.75,app
O901458,U302287,2026-03-26,True,140.0,257.46,117.46,app
O901459,U302290,2026-03-16,True,140.0,336.41,196.41,app
O901460,U302290,2026-03-13,True,129.22,184.6,55.38,app
O901461,U302294,2026-03-06,False,0.0,245.72,245.72,app
O901462,U302295,2026-03-16,False,0.0,200.41,200.41,app
O901463,U302297,2026-03-30,True,140.0,269.6,129.6,app
O901464,U302298,2026-03-14,True,140.0,234.18,94.18,app
O901465,U302298,2026-03-01,True,140.0,228.73,88.73,app
O901466,U302299,2026-03-15,True,140.0,229.8,89.8,app
O901467,U302300,2026-03-12,False,0.0,103.3,103.3,web
O901468,U302301,2026-03-05,False,0.0,99.0,99.0,app
O901469,U302302,2026-03-21,True,82.26,117.51,35.25,app
O901470,U302303,2026-03-27,True,140.0,263.3,123.3,app
O901471,U302303,2026-03-14,True,116.81,166.87,50.06,app
O901472,U302304,2026-03-01,False,0.0,331.19,331.19,app
O901473,U302306,2026-03-23,True,121.9,174.14,52.24,web
O901474,U302309,2026-03-29,False,0.0,225.24,225.24,app
O901475,U302311,2026-03-06,True,140.0,311.83,171.83,app
O901476,U302314,2026-03-04,True,140.0,201.52,61.52,app
O901477,U302315,2026-03-11,False,0.0,273.82,273.82,app
O901478,U302316,2026-03-06,False,0.0,210.97,210.97,app
O901479,U302318,2026-03-16,True,140.0,263.35,123.35,app
O901480,U302319,2026-03-03,True,140.0,241.32,101.32,app
O901481,U302320,2026-03-03,False,0.0,206.96,206.96,app
O901482,U302322,2026-03-03,False,0.0,220.09,220.09,app
O901483,U302322,2026-03-24,False,0.0,209.25,209.25,app
O901484,U302322,2026-03-07,False,0.0,176.68,176.68,app
O901485,U302326,2026-03-10,False,0.0,311.02,311.02,app
O901486,U302327,2026-03-21,False,0.0,99.0,99.0,web
O901487,U302327,2026-03-15,False,0.0,191.26,191.26,app
O901488,U302327,2026-03-11,False,0.0,274.7,274.7,web
O901489,U302329,2026-03-15,False,0.0,225.47,225.47,app
O901490,U302330,2026-03-23,False,0.0,312.69,312.69,app
O901491,U302332,2026-03-24,True,69.3,99.0,29.7,app
O901492,U302334,2026-03-16,True,140.0,354.33,214.33,app
O901493,U302334,2026-03-19,True,140.0,319.94,179.94,web
O901494,U302340,2026-03-07,True,135.72,193.89,58.17,web
O901495,U302342,2026-03-18,False,0.0,189.34,189.34,app
O901496,U302343,2026-03-21,True,140.0,337.8,197.8,app
O901497,U302344,2026-03-25,False,0.0,237.65,237.65,app
O901498,U302345,2026-03-14,True,140.0,278.46,138.46,app
O901499,U302345,2026-03-17,True,140.0,278.55,138.55,app
O901500,U302346,2026-03-12,True,140.0,215.95,75.95,app
O901501,U302347,2026-03-19,True,140.0,204.39,64.39,app
O901502,U302349,2026-03-22,True,126.27,180.38,54.11,app
O901503,U302349,2026-03-05,True,140.0,262.04,122.04,app
O901504,U302353,2026-03-22,True,69.3,99.0,29.7,app
O901505,U302356,2026-03-10,False,0.0,235.16,235.16,app
O901506,U302357,2026-03-05,False,0.0,298.37,298.37,app
O901507,U302359,2026-03-05,False,0.0,246.07,246.07,app
O901508,U302360,2026-03-02,False,0.0,165.67,165.67,app
O901509,U302363,2026-03-23,False,0.0,229.89,229.89,app
O901510,U302363,2026-03-19,False,0.0,238.23,238.23,app
O901511,U302363,2026-03-10,False,0.0,202.11,202.11,app
O901512,U302363,2026-03-15,False,0.0,137.42,137.42,app
O901513,U302364,2026-03-17,False,0.0,210.53,210.53,app
O901514,U302364,2026-03-22,False,0.0,236.61,236.61,app
O901515,U302364,2026-03-02,False,0.0,266.65,266.65,web
O901516,U302365,2026-03-17,True,140.0,289.89,149.89,web
O901517,U302365,2026-03-29,True,140.0,205.84,65.84,app
O901518,U302369,2026-03-10,True,140.0,258.63,118.63,app
O901519,U302375,2026-03-08,False,0.0,285.23,285.23,app
O901520,U302377,2026-03-08,True,87.13,124.48,37.34,app
O901521,U302379,2026-03-09,True,140.0,251.89,111.89,app
O901522,U302380,2026-03-05,False,0.0,241.55,241.55,app
O901523,U302381,2026-03-04,True,135.17,193.1,57.93,app
O901524,U302381,2026-03-15,True,140.0,255.58,115.58,app
